Date,SalesRep,Product,Units,Price,Total Sales,City,Region,Day
22/11/2013,Robert  Munoz,Nestle Toffee Crumble,2,317,634,Delhi,North,Friday
22/11/2013,Bernadette  Page,Nestle Smarties Pop-Up,1,414,414,Delhi,North,Friday
22/11/2013,Sandra  Floyd,Nestle Milky Bar Stick,3,484,1452,Nainital,North,Friday
22/11/2013,Charlie  Wood,Nestle Aero Mint Potz,2,212,424,Agra,North,Friday
22/11/2013,Johanna  Boone,Nestle Aero Mint Potz,3,371,1113,Mysore,South,Friday
22/11/2013,Willie  Vega,Nestle Aero Mint Potz,2,484,968,Delhi,North,Friday
22/11/2013,Edwin  Malone,Nestle Smarties Pop-Up,1,424,424,Kolkata,East,Friday
22/11/2013,Lynette  Brewer,Nestle Fab,1,370,370,Varanasi,North,Friday
22/11/2013,Beth  Tucker,Nestle Smarties Pop-Up,2,364,728,Pune,West,Friday
22/11/2013,Billie  Chandler,Nestle Smarties Pop-Up,3,488,1464,Surat,West,Friday
22/11/2013,Cindy  Becker,Nestle Milky Bar Stick,3,173,519,Bangalore,South,Friday
22/11/2013,Della  Jensen,Nestle Smarties Pop-Up,2,434,868,Patna,East,Friday
22/11/2013,Lula  Daniels,Nestle Fab,2,108,216,Nainital,North,Friday
22/11/2013,Cecilia  Manning,Nestle Toffee Crumble,2,162,324,Trivandrum,South,Friday
22/11/2013,Edwin  Malone,Nestle Toffee Crumble,2,254,508,Kolkata,East,Friday
22/11/2013,Salvador  Bass,Nestle Rolo Potz,3,225,675,Goa,West,Friday
22/11/2013,Eric  Rose,Nestle Aero Mint Potz,3,340,1020,Mumbai,West,Friday
22/11/2013,Rachel  Gomez,Nestle Milky Bar Stick,3,410,1230,Delhi,North,Friday
22/11/2013,Billie  Chandler,Nestle Nobbly Bobbly,2,222,444,Surat,West,Friday
22/11/2013,Rachel  Gomez,Nestle Aero Mint Potz,6,429,2574,Delhi,North,Friday
22/11/2013,Salvador  Bass,Nestle Toffee Crumble,3,383,1149,Goa,West,Friday
22/11/2013,Salvador  Bass,Nestle Rowntree Screamers,1,453,453,Goa,West,Friday
22/11/2013,Lorraine  Gibson,Nestle Aero Mint Potz,3,329,987,Kolkata,East,Friday
22/11/2013,Salvador  Bass,Nestle Kit Kat Cone,1,213,213,Goa,West,Friday
22/11/2013,Trevor  Jones,Nestle Kit Kat Cone,2,118,236,Pune,West,Friday
22/11/2013,Drew  Rogers,Nestle Rolo Potz,2,369,738,Delhi,North,Friday
22/11/2013,Drew  Rogers,Nestle Milky Bar Stick,3,253,759,Delhi,North,Friday
22/11/2013,Carla  Mccormick,Nestle Fab,3,467,1401,Varanasi,North,Friday
22/11/2013,Peter  Hodges,Nestle Fab,2,398,796,Shimla,North,Friday
22/11/2013,Jaime  Pearson,Nestle Rolo Potz,3,314,942,Jodhpur,North,Friday
22/11/2013,Isabel  Cross,Nestle Maxibon Cookie,1,392,392,Ranchi,East,Friday
22/11/2013,Christina  Fuller,Nestle Fab,2,365,730,Nagpur,West,Friday
22/11/2013,Donna  Reid,Nestle Aero Mint Potz,2,338,676,Goa,West,Friday
22/11/2013,Edwin  Malone,Nestle Aero Mint Potz,3,238,714,Kolkata,East,Friday
22/11/2013,Lee  Mack,Nestle Fab,3,213,639,Delhi,North,Friday
22/11/2013,Ernest  Davis,Nestle Fab,3,471,1413,Mumbai,West,Friday
22/11/2013,Drew  Rogers,Nestle Toffee Crumble,3,474,1422,Delhi,North,Friday
22/11/2013,Jenny  Garcia,Nestle Milky Bar Stick,2,211,422,Shimla,North,Friday
22/11/2013,Bobbie  Ryan,Nestle Aero Mint Potz,3,191,573,Darjeeling,East,Friday
22/11/2013,Willie  Vega,Nestle Toffee Crumble,2,200,400,Delhi,North,Friday
22/11/2013,Rachel  Gomez,Nestle Rowntree Fruit Pastil,1,380,380,Delhi,North,Friday
22/11/2013,Trevor  Jones,Nestle Fab,1,171,171,Pune,West,Friday
22/11/2013,Lorraine  Gibson,Nestle Kit Kat Cone,3,491,1473,Kolkata,East,Friday
22/11/2013,Lynette  Brewer,Nestle Fab,1,323,323,Varanasi,North,Friday
22/11/2013,Rachel  Gomez,Nestle Smarties Pop-Up,2,234,468,Delhi,North,Friday
22/11/2013,Cassandra  Franklin,Nestle Rowntree Screamers,3,466,1398,Delhi,North,Friday
22/11/2013,Mable  Lindsey,Nestle Toffee Crumble,25,174,4350,Ahmedabad,West,Friday
22/11/2013,Robert  Munoz,Nestle Toffee Crumble,1,296,296,Delhi,North,Friday
22/11/2013,Marion  Glover,Nestle Maxibon Cookie,3,308,924,Durgapur,East,Friday
22/11/2013,Mable  Lindsey,Nestle Maxibon Cookie,2,435,870,Ahmedabad,West,Friday
22/11/2013,Isabel  Cross,Nestle Maxibon Cookie,2,139,278,Ranchi,East,Friday
22/11/2013,Ernest  Davis,Nestle Nobbly Bobbly,1,392,392,Mumbai,West,Friday
22/11/2013,Cassandra  Franklin,Nestle Smarties Pop-Up,1,431,431,Delhi,North,Friday
23/11/2013,Eric  Rose,Nestle Rowntree Fruit Pastil,2,407,814,Mumbai,West,Saturday
23/11/2013,Jenny  Garcia,Nestle Smarties Pop-Up,3,245,735,Shimla,North,Saturday
23/11/2013,Bernadette  Page,Nestle Smarties Pop-Up,1,311,311,Delhi,North,Saturday
23/11/2013,Elbert  Klein,Nestle Maxibon Cookie,3,262,786,Cochin,South,Saturday
23/11/2013,Edwin  Malone,Nestle Fab,2,494,988,Kolkata,East,Saturday
23/11/2013,Cindy  Becker,Nestle Aero Mint Potz,1,268,268,Bangalore,South,Saturday
23/11/2013,Robert  Munoz,Nestle Milky Bar Stick,5,169,845,Delhi,North,Saturday
23/11/2013,Sandra  Floyd,Nestle Smarties Pop-Up,24,395,9480,Nainital,North,Saturday
23/11/2013,Carla  Mccormick,Nestle Toffee Crumble,19,490,9310,Varanasi,North,Saturday
23/11/2013,Isabel  Cross,Nestle Aero Mint Potz,24,149,3576,Ranchi,East,Saturday
23/11/2013,Max  Rodgers,Nestle Toffee Crumble,20,265,5300,Nagpur,West,Saturday
23/11/2013,Brooke  Horton,Nestle Fab,2,341,682,Nainital,North,Saturday
23/11/2013,Salvador  Bass,Nestle Smarties Pop-Up,5,348,1740,Goa,West,Saturday
23/11/2013,Brooke  Horton,Nestle Toffee Crumble,3,314,942,Nainital,North,Saturday
23/11/2013,Salvador  Bass,Nestle Milky Bar Stick,3,430,1290,Goa,West,Saturday
23/11/2013,Carla  Mccormick,Nestle Rolo Potz,1,441,441,Varanasi,North,Saturday
23/11/2013,Cassandra  Franklin,Nestle Maxibon Cookie,1,258,258,Delhi,North,Saturday
23/11/2013,Ben  Perez,Nestle Toffee Crumble,2,479,958,Goa,West,Saturday
23/11/2013,Brooke  Horton,Nestle Toffee Crumble,1,391,391,Nainital,North,Saturday
23/11/2013,Cecilia  Manning,Nestle Rolo Potz,2,135,270,Trivandrum,South,Saturday
23/11/2013,Herman  Williams,Nestle Fab,3,169,507,Darjeeling,East,Saturday
23/11/2013,Lance  Yates,Nestle Rolo Potz,3,391,1173,Srinagar,North,Saturday
23/11/2013,Shari  Silva,Nestle Rolo Potz,2,225,450,Mysore,South,Saturday
23/11/2013,Jaime  Pearson,Nestle Smarties Pop-Up,2,332,664,Jodhpur,North,Saturday
23/11/2013,Della  Jensen,Nestle Toffee Crumble,1,239,239,Patna,East,Saturday
23/11/2013,Felicia  Jennings,Nestle Maxibon Cookie,2,448,896,Pune,West,Saturday
23/11/2013,Andrew  Meyer,Nestle Toffee Crumble,3,287,861,Mumbai,West,Saturday
23/11/2013,Blake  Bridges,Nestle Rowntree Fruit Pastil,2,399,798,Cochin,South,Saturday
23/11/2013,Charlie  Wood,Nestle Milky Bar Stick,1,286,286,Agra,North,Saturday
23/11/2013,Don  Gonzales,Nestle Rolo Potz,1,324,324,Mysore,South,Saturday
23/11/2013,Edwin  Malone,Nestle Aero Mint Potz,2,216,432,Kolkata,East,Saturday
23/11/2013,Carla  Mccormick,Nestle Maxibon Cookie,2,411,822,Varanasi,North,Saturday
23/11/2013,Tiffany  May,Nestle Smarties Pop-Up,2,218,436,Agra,North,Saturday
23/11/2013,Pauline  Beck,Nestle Rolo Potz,3,152,456,Pune,West,Saturday
23/11/2013,Jenny  Garcia,Nestle Smarties Pop-Up,3,225,675,Shimla,North,Saturday
23/11/2013,Christy  Olson,Nestle Rowntree Fruit Pastil,1,127,127,Surat,West,Saturday
23/11/2013,Sonya  Mullins,Nestle Smarties Pop-Up,1,470,470,Kolkata,East,Saturday
23/11/2013,Peter  Hodges,Nestle Milky Bar Stick,2,181,362,Shimla,North,Saturday
23/11/2013,Isabel  Cross,Nestle Rowntree Fruit Pastil,2,334,668,Ranchi,East,Saturday
23/11/2013,Andrew  Meyer,Nestle Smarties Pop-Up,1,119,119,Mumbai,West,Saturday
23/11/2013,Rachel  Gomez,Nestle Rowntree Fruit Pastil,3,332,996,Delhi,North,Saturday
23/11/2013,Della  Jensen,Nestle Milky Bar Stick,3,237,711,Patna,East,Saturday
23/11/2013,Andrew  Meyer,Nestle Milky Bar Stick,1,414,414,Mumbai,West,Saturday
23/11/2013,Paulette  Spencer,Nestle Smarties Pop-Up,3,422,1266,Hyderabad,South,Saturday
23/11/2013,Peter  Hodges,Nestle Aero Mint Potz,3,366,1098,Shimla,North,Saturday
23/11/2013,Jenny  Garcia,Nestle Aero Mint Potz,2,137,274,Shimla,North,Saturday
23/11/2013,Max  Rodgers,Nestle Fab,4,483,1932,Nagpur,West,Saturday
23/11/2013,Rachel  Gomez,Nestle Aero Mint Potz,1,482,482,Delhi,North,Saturday
23/11/2013,Sandra  Floyd,Nestle Milky Bar Stick,4,195,780,Nainital,North,Saturday
23/11/2013,Cindy  Becker,Nestle Maxibon Cookie,3,423,1269,Bangalore,South,Saturday
23/11/2013,Eric  Rose,Nestle Aero Mint Potz,2,390,780,Mumbai,West,Saturday
23/11/2013,Cindy  Becker,Nestle Maxibon Cookie,2,222,444,Bangalore,South,Saturday
23/11/2013,Christy  Olson,Nestle Nobbly Bobbly,3,325,975,Surat,West,Saturday
23/11/2013,Della  Jensen,Nestle Smarties Pop-Up,2,330,660,Patna,East,Saturday
24/11/2013,Elaine  Ellis,Nestle Smarties Pop-Up,2,104,208,Hyderabad,South,Sunday
24/11/2013,Peter  Hodges,Nestle Rolo Potz,21,110,2310,Shimla,North,Sunday
24/11/2013,Joey  Wong,Nestle Kit Kat Cone,2,113,226,Goa,West,Sunday
24/11/2013,Eddie  Green,Nestle Nobbly Bobbly,2,119,238,Durgapur,East,Sunday
24/11/2013,Tiffany  May,Nestle Maxibon Cookie,1,423,423,Agra,North,Sunday
24/11/2013,Max  Rodgers,Nestle Milky Bar Stick,3,304,912,Nagpur,West,Sunday
24/11/2013,Donna  Reid,Nestle Rolo Potz,3,362,1086,Goa,West,Sunday
24/11/2013,Johanna  Boone,Nestle Smarties Pop-Up,2,137,274,Mysore,South,Sunday
24/11/2013,Willie  Vega,Nestle Milky Bar Stick,3,188,564,Delhi,North,Sunday
24/11/2013,Elvira  Bowman,Nestle Fab,3,358,1074,Srinagar,North,Sunday
24/11/2013,Drew  Rogers,Nestle Maxibon Cookie,2,465,930,Delhi,North,Sunday
24/11/2013,Isabel  Cross,Nestle Rolo Potz,17,322,5474,Ranchi,East,Sunday
24/11/2013,Guillermo  Potter,Nestle Kit Kat Cone,3,148,444,Nainital,North,Sunday
24/11/2013,Ernest  Davis,Nestle Milky Bar Stick,1,204,204,Mumbai,West,Sunday
24/11/2013,Lorraine  Gibson,Nestle Milky Bar Stick,3,410,1230,Kolkata,East,Sunday
24/11/2013,Dan  Peterson,Nestle Smarties Pop-Up,3,281,843,Shimla,North,Sunday
24/11/2013,Robert  Munoz,Nestle Rowntree Screamers,3,165,495,Delhi,North,Sunday
24/11/2013,Max  Rodgers,Nestle Toffee Crumble,13,235,3055,Nagpur,West,Sunday
24/11/2013,Sandra  Floyd,Nestle Rowntree Fruit Pastil,3,437,1311,Nainital,North,Sunday
24/11/2013,Drew  Rogers,Nestle Rowntree Fruit Pastil,1,125,125,Delhi,North,Sunday
24/11/2013,Max  Rodgers,Nestle Aero Mint Potz,3,450,1350,Nagpur,West,Sunday
24/11/2013,Tiffany  May,Nestle Aero Mint Potz,1,473,473,Agra,North,Sunday
24/11/2013,Rachel  Gomez,Nestle Kit Kat Cone,2,391,782,Delhi,North,Sunday
24/11/2013,Brooke  Horton,Nestle Toffee Crumble,1,357,357,Nainital,North,Sunday
24/11/2013,Pauline  Beck,Nestle Smarties Pop-Up,1,336,336,Pune,West,Sunday
24/11/2013,Marion  Glover,Nestle Maxibon Cookie,3,476,1428,Durgapur,East,Sunday
24/11/2013,Mable  Lindsey,Nestle Smarties Pop-Up,2,127,254,Ahmedabad,West,Sunday
24/11/2013,Guillermo  Potter,Nestle Smarties Pop-Up,1,366,366,Nainital,North,Sunday
24/11/2013,Iris  Underwood,Nestle Rowntree Fruit Pastil,3,224,672,Pune,West,Sunday
24/11/2013,Cindy  Becker,Nestle Smarties Pop-Up,2,473,946,Bangalore,South,Sunday
24/11/2013,Eddie  Green,Nestle Maxibon Cookie,1,280,280,Durgapur,East,Sunday
24/11/2013,Lynette  Brewer,Nestle Rowntree Fruit Pastil,2,400,800,Varanasi,North,Sunday
24/11/2013,Rachel  Gomez,Nestle Nobbly Bobbly,2,492,984,Delhi,North,Sunday
24/11/2013,Shari  Silva,Nestle Nobbly Bobbly,3,101,303,Mysore,South,Sunday
24/11/2013,Cassandra  Franklin,Nestle Maxibon Cookie,3,135,405,Delhi,North,Sunday
24/11/2013,Brooke  Horton,Nestle Milky Bar Stick,4,320,1280,Nainital,North,Sunday
24/11/2013,Bethany  Pena,Nestle Fab,2,468,936,Nagpur,West,Sunday
24/11/2013,Isabel  Cross,Nestle Nobbly Bobbly,3,270,810,Ranchi,East,Sunday
24/11/2013,Ernest  Davis,Nestle Maxibon Cookie,2,262,524,Mumbai,West,Sunday
24/11/2013,Peter  Hodges,Nestle Milky Bar Stick,3,250,750,Shimla,North,Sunday
24/11/2013,Charlie  Wood,Nestle Aero Mint Potz,1,155,155,Agra,North,Sunday
24/11/2013,Marian  Hill,Nestle Fab,2,112,224,Trivandrum,South,Sunday
24/11/2013,Allan  Ramos,Nestle Rowntree Screamers,2,263,526,Jodhpur,North,Sunday
24/11/2013,Cassandra  Franklin,Nestle Kit Kat Cone,3,144,432,Delhi,North,Sunday
24/11/2013,Lance  Yates,Nestle Rowntree Fruit Pastil,3,441,1323,Srinagar,North,Sunday
24/11/2013,Jenny  Garcia,Nestle Kit Kat Cone,1,151,151,Shimla,North,Sunday
24/11/2013,Ellen  Weaver,Nestle Milky Bar Stick,2,247,494,Hyderabad,South,Sunday
24/11/2013,Shari  Silva,Nestle Toffee Crumble,2,423,846,Mysore,South,Sunday
24/11/2013,Pauline  Beck,Nestle Fab,3,108,324,Pune,West,Sunday
24/11/2013,Austin  Reynolds,Nestle Fab,12,282,3384,Kolkata,East,Sunday
24/11/2013,Robert  Munoz,Nestle Milky Bar Stick,3,278,834,Delhi,North,Sunday
24/11/2013,Jenny  Garcia,Nestle Rowntree Fruit Pastil,7,203,1421,Shimla,North,Sunday
24/11/2013,Jenny  Garcia,Nestle Smarties Pop-Up,3,324,972,Shimla,North,Sunday
24/11/2013,Don  Gonzales,Nestle Fab,3,481,1443,Mysore,South,Sunday
24/11/2013,Edwin  Malone,Nestle Smarties Pop-Up,1,204,204,Kolkata,East,Sunday
24/11/2013,Brooke  Horton,Nestle Nobbly Bobbly,3,105,315,Nainital,North,Sunday
24/11/2013,Robert  Munoz,Nestle Toffee Crumble,9,489,4401,Delhi,North,Sunday
24/11/2013,Lynette  Brewer,Nestle Fab,1,316,316,Varanasi,North,Sunday
24/11/2013,Jenny  Garcia,Nestle Rowntree Fruit Pastil,1,297,297,Shimla,North,Sunday
24/11/2013,Trevor  Jones,Nestle Smarties Pop-Up,2,130,260,Pune,West,Sunday
24/11/2013,Allan  Ramos,Nestle Rowntree Fruit Pastil,3,461,1383,Jodhpur,North,Sunday
25/11/2013,Rachel  Gomez,Nestle Nobbly Bobbly,3,379,1137,Delhi,North,Monday
25/11/2013,Jenny  Garcia,Nestle Smarties Pop-Up,4,362,1448,Shimla,North,Monday
25/11/2013,Della  Jensen,Nestle Fab,1,267,267,Patna,East,Monday
25/11/2013,Cindy  Becker,Nestle Toffee Crumble,1,383,383,Bangalore,South,Monday
25/11/2013,Sandra  Floyd,Nestle Fab,25,466,11650,Nainital,North,Monday
25/11/2013,Jaime  Pearson,Nestle Smarties Pop-Up,1,128,128,Jodhpur,North,Monday
25/11/2013,Christina  Fuller,Nestle Smarties Pop-Up,2,400,800,Nagpur,West,Monday
25/11/2013,Bethany  Pena,Nestle Smarties Pop-Up,3,432,1296,Nagpur,West,Monday
25/11/2013,Trevor  Jones,Nestle Fab,1,214,214,Pune,West,Monday
25/11/2013,Salvador  Bass,Nestle Fab,2,218,436,Goa,West,Monday
25/11/2013,Lee  Mack,Nestle Fab,2,436,872,Delhi,North,Monday
25/11/2013,Max  Rodgers,Nestle Kit Kat Cone,2,120,240,Nagpur,West,Monday
25/11/2013,Rachel  Gomez,Nestle Fab,4,249,996,Delhi,North,Monday
25/11/2013,Joey  Wong,Nestle Milky Bar Stick,22,280,6160,Goa,West,Monday
25/11/2013,Max  Rodgers,Nestle Smarties Pop-Up,3,324,972,Nagpur,West,Monday
25/11/2013,Lee  Mack,Nestle Maxibon Cookie,1,390,390,Delhi,North,Monday
25/11/2013,Christina  Fuller,Nestle Aero Mint Potz,3,262,786,Nagpur,West,Monday
25/11/2013,Lee  Mack,Nestle Fab,2,271,542,Delhi,North,Monday
25/11/2013,Mable  Lindsey,Nestle Smarties Pop-Up,2,425,850,Ahmedabad,West,Monday
25/11/2013,Rachel  Gomez,Nestle Milky Bar Stick,2,137,274,Delhi,North,Monday
25/11/2013,Bernadette  Page,Nestle Milky Bar Stick,2,115,230,Delhi,North,Monday
25/11/2013,Johanna  Boone,Nestle Rolo Potz,3,244,732,Mysore,South,Monday
25/11/2013,Woodrow  Colon,Nestle Rowntree Fruit Pastil,20,482,9640,Cochin,South,Monday
25/11/2013,Brooke  Horton,Nestle Nobbly Bobbly,2,190,380,Nainital,North,Monday
25/11/2013,Max  Rodgers,Nestle Kit Kat Cone,4,465,1860,Nagpur,West,Monday
25/11/2013,Lance  Yates,Nestle Toffee Crumble,1,221,221,Srinagar,North,Monday
25/11/2013,Lance  Yates,Nestle Fab,1,202,202,Srinagar,North,Monday
25/11/2013,Shari  Silva,Nestle Fab,18,271,4878,Mysore,South,Monday
25/11/2013,Brooke  Horton,Nestle Rowntree Fruit Pastil,3,324,972,Nainital,North,Monday
25/11/2013,Christina  Fuller,Nestle Fab,2,493,986,Nagpur,West,Monday
25/11/2013,Austin  Reynolds,Nestle Aero Mint Potz,3,214,642,Kolkata,East,Monday
25/11/2013,Cindy  Becker,Nestle Fab,3,498,1494,Bangalore,South,Monday
25/11/2013,Trevor  Jones,Nestle Maxibon Cookie,3,281,843,Pune,West,Monday
25/11/2013,Kyle  Carr,Nestle Rowntree Fruit Pastil,2,370,740,Delhi,North,Monday
25/11/2013,Rachel  Gomez,Nestle Smarties Pop-Up,3,268,804,Delhi,North,Monday
25/11/2013,Cassandra  Franklin,Nestle Rolo Potz,18,304,5472,Delhi,North,Monday
25/11/2013,Austin  Reynolds,Nestle Milky Bar Stick,3,160,480,Kolkata,East,Monday
25/11/2013,Ernest  Davis,Nestle Rolo Potz,2,364,728,Mumbai,West,Monday
25/11/2013,Jenny  Garcia,Nestle Smarties Pop-Up,2,360,720,Shimla,North,Monday
25/11/2013,Elaine  Ellis,Nestle Aero Mint Potz,3,442,1326,Hyderabad,South,Monday
25/11/2013,Max  Rodgers,Nestle Aero Mint Potz,1,399,399,Nagpur,West,Monday
25/11/2013,Salvador  Bass,Nestle Maxibon Cookie,1,244,244,Goa,West,Monday
25/11/2013,Ellen  Weaver,Nestle Smarties Pop-Up,2,234,468,Hyderabad,South,Monday
25/11/2013,Willie  Vega,Nestle Rolo Potz,1,470,470,Delhi,North,Monday
25/11/2013,Lorraine  Gibson,Nestle Milky Bar Stick,2,315,630,Kolkata,East,Monday
25/11/2013,Elbert  Klein,Nestle Milky Bar Stick,2,190,380,Cochin,South,Monday
25/11/2013,Max  Rodgers,Nestle Smarties Pop-Up,2,203,406,Nagpur,West,Monday
25/11/2013,Robert  Munoz,Nestle Milky Bar Stick,2,238,476,Delhi,North,Monday
25/11/2013,Elbert  Klein,Nestle Smarties Pop-Up,2,499,998,Cochin,South,Monday
25/11/2013,Cecilia  Manning,Nestle Milky Bar Stick,2,357,714,Trivandrum,South,Monday
25/11/2013,Rachel  Gomez,Nestle Nobbly Bobbly,3,112,336,Delhi,North,Monday
25/11/2013,Isabel  Cross,Nestle Smarties Pop-Up,1,154,154,Ranchi,East,Monday
25/11/2013,Shari  Silva,Nestle Fab,1,127,127,Mysore,South,Monday
25/11/2013,Ellen  Weaver,Nestle Aero Mint Potz,3,416,1248,Hyderabad,South,Monday
25/11/2013,Lorraine  Gibson,Nestle Toffee Crumble,8,239,1912,Kolkata,East,Monday
25/11/2013,Cecilia  Manning,Nestle Aero Mint Potz,1,313,313,Trivandrum,South,Monday
25/11/2013,Willie  Vega,Nestle Aero Mint Potz,3,230,690,Delhi,North,Monday
25/11/2013,Isabel  Cross,Nestle Fab,2,228,456,Ranchi,East,Monday
25/11/2013,Marian  Hill,Nestle Aero Mint Potz,3,142,426,Trivandrum,South,Monday
25/11/2013,Beth  Tucker,Nestle Rowntree Fruit Pastil,3,495,1485,Pune,West,Monday
25/11/2013,Trevor  Jones,Nestle Fab,3,474,1422,Pune,West,Monday
25/11/2013,Robert  Munoz,Nestle Smarties Pop-Up,3,431,1293,Delhi,North,Monday
25/11/2013,Shari  Silva,Nestle Nobbly Bobbly,14,271,3794,Mysore,South,Monday
25/11/2013,Robert  Munoz,Nestle Smarties Pop-Up,18,360,6480,Delhi,North,Monday
25/11/2013,Donna  Reid,Nestle Aero Mint Potz,12,269,3228,Goa,West,Monday
26/11/2013,Shari  Silva,Nestle Milky Bar Stick,3,309,927,Mysore,South,Tuesday
26/11/2013,Austin  Reynolds,Nestle Fab,1,158,158,Kolkata,East,Tuesday
26/11/2013,Isabel  Cross,Nestle Rolo Potz,2,146,292,Ranchi,East,Tuesday
26/11/2013,Shari  Silva,Nestle Kit Kat Cone,1,209,209,Mysore,South,Tuesday
26/11/2013,Billie  Chandler,Nestle Aero Mint Potz,3,290,870,Surat,West,Tuesday
26/11/2013,Della  Jensen,Nestle Aero Mint Potz,3,286,858,Patna,East,Tuesday
26/11/2013,Elbert  Klein,Nestle Smarties Pop-Up,4,113,452,Cochin,South,Tuesday
26/11/2013,Trevor  Jones,Nestle Fab,2,182,364,Pune,West,Tuesday
26/11/2013,Charlie  Wood,Nestle Milky Bar Stick,1,107,107,Agra,North,Tuesday
26/11/2013,Ruben  Nunez,Nestle Kit Kat Cone,2,109,218,Ahmedabad,West,Tuesday
26/11/2013,Drew  Rogers,Nestle Smarties Pop-Up,18,413,7434,Delhi,North,Tuesday
26/11/2013,Blake  Bridges,Nestle Milky Bar Stick,3,413,1239,Cochin,South,Tuesday
26/11/2013,Eric  Rose,Nestle Fab,2,448,896,Mumbai,West,Tuesday
26/11/2013,Billie  Chandler,Nestle Fab,2,242,484,Surat,West,Tuesday
26/11/2013,Marian  Hill,Nestle Smarties Pop-Up,3,434,1302,Trivandrum,South,Tuesday
26/11/2013,Charlie  Wood,Nestle Smarties Pop-Up,3,312,936,Agra,North,Tuesday
26/11/2013,Elaine  Ellis,Nestle Toffee Crumble,2,383,766,Hyderabad,South,Tuesday
26/11/2013,Shari  Silva,Nestle Fab,1,463,463,Mysore,South,Tuesday
26/11/2013,Rachel  Gomez,Nestle Rowntree Fruit Pastil,1,312,312,Delhi,North,Tuesday
26/11/2013,Max  Rodgers,Nestle Smarties Pop-Up,2,315,630,Nagpur,West,Tuesday
26/11/2013,Cassandra  Franklin,Nestle Milky Bar Stick,3,279,837,Delhi,North,Tuesday
26/11/2013,Elvira  Bowman,Nestle Smarties Pop-Up,2,394,788,Srinagar,North,Tuesday
26/11/2013,Austin  Reynolds,Nestle Rowntree Screamers,2,332,664,Kolkata,East,Tuesday
26/11/2013,Cindy  Becker,Nestle Maxibon Cookie,3,203,609,Bangalore,South,Tuesday
26/11/2013,Colleen  Warren,Nestle Fab,2,478,956,Ahmedabad,West,Tuesday
26/11/2013,Beth  Tucker,Nestle Milky Bar Stick,2,249,498,Pune,West,Tuesday
26/11/2013,Sonya  Mullins,Nestle Maxibon Cookie,2,326,652,Kolkata,East,Tuesday
26/11/2013,Sylvester  Morales,Nestle Smarties Pop-Up,1,172,172,Mumbai,West,Tuesday
26/11/2013,Mable  Lindsey,Nestle Aero Mint Potz,1,197,197,Ahmedabad,West,Tuesday
26/11/2013,Mable  Lindsey,Nestle Toffee Crumble,2,496,992,Ahmedabad,West,Tuesday
26/11/2013,Shari  Silva,Nestle Rowntree Screamers,12,374,4488,Mysore,South,Tuesday
26/11/2013,Woodrow  Colon,Nestle Toffee Crumble,1,427,427,Cochin,South,Tuesday
26/11/2013,Jenny  Garcia,Nestle Rolo Potz,2,325,650,Shimla,North,Tuesday
26/11/2013,Shari  Silva,Nestle Fab,3,204,612,Mysore,South,Tuesday
26/11/2013,Marian  Hill,Nestle Nobbly Bobbly,2,252,504,Trivandrum,South,Tuesday
26/11/2013,Mable  Lindsey,Nestle Aero Mint Potz,1,121,121,Ahmedabad,West,Tuesday
26/11/2013,Isabel  Cross,Nestle Maxibon Cookie,2,422,844,Ranchi,East,Tuesday
26/11/2013,Jenny  Garcia,Nestle Smarties Pop-Up,3,462,1386,Shimla,North,Tuesday
26/11/2013,Eric  Rose,Nestle Milky Bar Stick,3,385,1155,Mumbai,West,Tuesday
26/11/2013,Mable  Lindsey,Nestle Rowntree Screamers,1,171,171,Ahmedabad,West,Tuesday
26/11/2013,Bobbie  Ryan,Nestle Toffee Crumble,2,387,774,Darjeeling,East,Tuesday
26/11/2013,Eddie  Green,Nestle Toffee Crumble,1,109,109,Durgapur,East,Tuesday
26/11/2013,Isabel  Cross,Nestle Toffee Crumble,3,127,381,Ranchi,East,Tuesday
26/11/2013,Don  Gonzales,Nestle Rolo Potz,2,175,350,Mysore,South,Tuesday
26/11/2013,Edwin  Malone,Nestle Smarties Pop-Up,1,205,205,Kolkata,East,Tuesday
26/11/2013,Ruben  Nunez,Nestle Smarties Pop-Up,1,167,167,Ahmedabad,West,Tuesday
26/11/2013,Della  Jensen,Nestle Fab,3,303,909,Patna,East,Tuesday
26/11/2013,Ruben  Nunez,Nestle Smarties Pop-Up,2,299,598,Ahmedabad,West,Tuesday
26/11/2013,Kyle  Carr,Nestle Milky Bar Stick,3,377,1131,Delhi,North,Tuesday
26/11/2013,Patty  Thompson,Nestle Milky Bar Stick,1,177,177,Mumbai,West,Tuesday
26/11/2013,Guillermo  Potter,Nestle Nobbly Bobbly,4,440,1760,Nainital,North,Tuesday
26/11/2013,Austin  Reynolds,Nestle Aero Mint Potz,1,482,482,Kolkata,East,Tuesday
26/11/2013,Jenny  Garcia,Nestle Smarties Pop-Up,2,198,396,Shimla,North,Tuesday
27/11/2013,Billie  Chandler,Nestle Smarties Pop-Up,2,304,608,Surat,West,Wednesday
27/11/2013,Rachel  Gomez,Nestle Aero Mint Potz,2,496,992,Delhi,North,Wednesday
27/11/2013,Robert  Munoz,Nestle Kit Kat Cone,2,145,290,Delhi,North,Wednesday
27/11/2013,Cecilia  Manning,Nestle Aero Mint Potz,3,278,834,Trivandrum,South,Wednesday
